OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
16013,11001005203,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3278,3278,2812,2296,2666,2425,3247,1.195759877687318,1.504195977124331,1457,0.444478340451495,553,0.168700427089689,37,0.015257731958763,286,0.088081305820758,474,0.206445993031359,25,0.008890469416785,62,0.018913971934106,352,0.10738255033557,0.211282051282051,7.0558349726776,59.38906,0.38773399802323,153.2685109686472,7094665.190112038,854,0.32033008252063,0.216304918290821,0.113957169825495,42.239895491385454,12.848976404482173,8589.995955850076,14.085720979114951,0,22.719437676059044,28.579723565362293,53.80919449592932,67.68881897059491,108.81414886954595,136.88183391831413,34.67703645293223,43.62168333660561,114.79294825798254,144.4028138039358,74.13711241661373,93.26015058170853,84.8989513157996,106.79791437582752,40.65583584136881,51.14266322222726,118.3802278910445,148.9154017353088,111.20566862492059,139.8902258725628,104.03110935879668,130.8650500098168,112.40142850260791,141.39442184968712,0,0,44,49,61,26,13,23,94,4,9,21,67,19,45,91,29,96,62,71,34,99,93,87,94,0,24,23,50,51,71,82,34,33,72,84,61,62,71,75,42,41,74,85,73,81,73,80,72,82,0,0,5,5,7,3,2,3,10,1,1,3,7,2,5,10,3,11,7,8,4,11,10,9,10,1,3,3,6,6,8,9,4,4,8,9,7,7,8,8,5,5,8,9,8,9,8,9,8,9,1,1,44 %ile,49 %ile,61 %ile,26 %ile,13 %ile,23 %ile,94 %ile,4 %ile,9 %ile,21 %ile,67 %ile,19 %ile,45 %ile,91 %ile,29 %ile,96 %ile,62 %ile,71 %ile,34 %ile,99 %ile,93 %ile,87 %ile,94 %ile,0 %ile,24 %ile,23 %ile,50 %ile,51 %ile,71 %ile,82 %ile,34 %ile,33 %ile,72 %ile,84 %ile,61 %ile,62 %ile,71 %ile,75 %ile,42 %ile,41 %ile,74 %ile,85 %ile,73 %ile,81 %ile,73 %ile,80 %ile,72 %ile,82 %ile,0 %ile,0 %ile,93419,0,0,0,0,6,0.013803304770067,9.7016995e-6
16014,11001005302,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2538,2538,2095,1577,1719,1851,2523,0.807329304817124,0.690528426168676,783,0.308510638297872,276,0.108747044917258,0,0,84,0.033293697978597,49,0.031071655041218,0,0,234,0.092198581560284,137,0.05397951142632,0.168205128205128,7.05564390710382,59.45515,0.380867759098171,147.2717951689436,6085252.731140593,1210,0.703897614892379,0.188378344705751,0.109877678949417,37.075016861740274,12.472784561000234,9902.444145298612,13.123050689697266,0,15.339256791525354,13.120040097204846,36.329818716770575,31.073779177590428,72.65963743354115,62.147558355180855,22.60522053487947,19.334795932722933,75.88895465280964,64.90967205985555,72.65963743354115,62.147558355180855,55.70572203238155,47.646461405638654,27.449196363782217,23.47796648973499,79.92560117689527,68.36231419069894,74.2742960431754,63.52861520751821,71.0449788239069,60.766501502843504,74.2742960431754,63.52861520751821,0,0,23,5,47,13,0,2,64,0,90,5,24,19,45,90,28,94,90,69,34,99,92,88,92,0,17,10,37,23,59,49,22,15,59,51,60,44,63,56,33,26,62,53,61,49,59,45,58,49,0,0,3,1,5,2,1,1,7,1,10,1,3,2,5,10,3,10,10,7,4,11,10,9,10,1,2,2,4,3,6,5,3,2,6,6,7,5,7,6,4,3,7,6,7,5,6,5,6,5,1,1,23 %ile,5 %ile,47 %ile,13 %ile,0 %ile,2 %ile,64 %ile,0 %ile,90 %ile,5 %ile,24 %ile,19 %ile,45 %ile,90 %ile,28 %ile,94 %ile,90 %ile,69 %ile,34 %ile,99 %ile,92 %ile,88 %ile,92 %ile,0 %ile,17 %ile,10 %ile,37 %ile,23 %ile,59 %ile,49 %ile,22 %ile,15 %ile,59 %ile,51 %ile,60 %ile,44 %ile,63 %ile,56 %ile,33 %ile,26 %ile,62 %ile,53 %ile,61 %ile,49 %ile,59 %ile,45 %ile,58 %ile,49 %ile,0 %ile,0 %ile,117635,0,0,0,0,0,0.01479451261521,1.22171595e-5
16015,11001005303,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2637,2620,2360,2033,2302,1937,2620,0.80997570550921,0.785289929255711,765,0.290102389078498,317,0.120992366412214,39,0.020134228187919,172,0.065648854961832,46,0.022626660108214,0,0,14,0.005309063329541,452,0.171406901782328,0.168205128205128,7.06481431693989,59.40779,0.380934135065818,144.57157888802487,6630579.334345216,1358,0.58992180712424,0.193860700559456,0.108051148716328,43.157503206772766,2.89817292113249,10329.932675041908,13.40170232763928,0,16.19951411018421,15.705798585114223,36.44890674791447,35.33804681650701,72.89781349582894,70.67609363301402,22.679319754257893,21.988118019159916,76.947692023375,74.60254327929258,67.22798355726447,65.17906412822404,56.69829938564474,54.97029504789979,26.729198281803946,25.914567665438472,80.18759484541184,77.74370299631542,55.07834797462631,53.39971518938837,71.27786208481052,69.1055137745026,75.32774061235658,73.03196342078115,0,0,23,8,45,16,18,11,58,0,3,54,24,20,45,90,28,95,83,70,33,99,68,88,93,0,18,13,37,27,59,55,22,17,60,57,57,46,63,58,32,27,62,58,52,43,59,51,59,55,0,0,3,1,5,2,2,2,6,1,1,6,3,3,5,10,3,11,9,8,4,11,7,9,10,1,2,2,4,3,6,6,3,2,7,6,6,5,7,6,4,3,7,6,6,5,6,6,6,6,1,1,23 %ile,8 %ile,45 %ile,16 %ile,18 %ile,11 %ile,58 %ile,0 %ile,3 %ile,54 %ile,24 %ile,20 %ile,45 %ile,90 %ile,28 %ile,95 %ile,83 %ile,70 %ile,33 %ile,99 %ile,68 %ile,88 %ile,93 %ile,0 %ile,18 %ile,13 %ile,37 %ile,27 %ile,59 %ile,55 %ile,22 %ile,17 %ile,60 %ile,57 %ile,57 %ile,46 %ile,63 %ile,58 %ile,32 %ile,27 %ile,62 %ile,58 %ile,52 %ile,43 %ile,59 %ile,51 %ile,59 %ile,55 %ile,0 %ile,0 %ile,168769,0,0,1,0,0,0.019822266839976,1.75273565e-5
16016,11001005501,DISTRICT OF COLUMBIA,DC,District of Columbia,3,1674,1672,1577,1171,1587,1397,1674,0.680395298074073,1.014916260788799,434,0.259259259259259,154,0.092105263157895,27,0.01932712956335,162,0.096774193548387,90,0.076857386848847,38,0.024096385542169,0,0,122,0.072879330943847,0.17025641025641,7.08562587431694,59.39822,0.3799649351586,137.62778868202346,6733220.913327937,325,0.20478890989288,0.181921595211031,0.055100779906494,45.13835459463767,7.785208996783495,13385.29613735838,13.659878376717677,0,13.60790596148146,20.29832521577599,30.617788413333287,45.671231735495965,61.23557682666657,91.34246347099196,18.370673047999972,27.402739041297583,64.63755331703695,96.41704477493595,34.01976490370365,50.745813039439966,46.94727556711104,70.02922199442716,19.051068346074047,28.41765530208638,67.35913450933323,100.47670981809114,59.19439093244436,88.29771468862555,60.555181528592506,90.32754721020315,63.2767627208888,94.38721225335834,0,0,16,20,41,10,17,29,81,13,0,9,26,20,45,90,27,95,50,69,28,99,87,89,93,0,15,17,32,35,53,66,18,21,54,68,33,37,60,62,28,28,56,70,54,62,53,64,53,66,0,0,2,3,5,2,2,3,9,2,1,1,3,3,5,10,3,11,6,7,3,11,9,9,10,1,2,2,4,4,6,7,2,3,6,7,4,4,7,7,3,3,6,8,6,7,6,7,6,7,1,1,16 %ile,20 %ile,41 %ile,10 %ile,17 %ile,29 %ile,81 %ile,13 %ile,0 %ile,9 %ile,26 %ile,20 %ile,45 %ile,90 %ile,27 %ile,95 %ile,50 %ile,69 %ile,28 %ile,99 %ile,87 %ile,89 %ile,93 %ile,0 %ile,15 %ile,17 %ile,32 %ile,35 %ile,53 %ile,66 %ile,18 %ile,21 %ile,54 %ile,68 %ile,33 %ile,37 %ile,60 %ile,62 %ile,28 %ile,28 %ile,56 %ile,70 %ile,54 %ile,62 %ile,53 %ile,64 %ile,53 %ile,66 %ile,0 %ile,0 %ile,164749,0,0,1,0,0,0.019381990886888,1.7108635e-5
16017,11001005502,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2685,2509,2177,1672,1706,1883,2534,0.954339758417068,1.025985240546695,863,0.321415270018622,389,0.155041849342367,29,0.015400955921402,268,0.105761641673244,81,0.048444976076555,22,0.010105649977033,90,0.033519553072626,488,0.181750465549348,0.17025641025641,7.07200795081967,59.40997,0.380173609667194,133.26491661502695,6583723.410687559,750,0.439624853458382,0.178215783064027,0.101177256175183,38.961806384647225,2.795688166575013,11862.586591587897,13.039141407552757,0,19.08679516834136,20.5197048109339,42.94528912876807,46.16933582460127,85.89057825753613,92.33867164920254,25.767173477260837,27.70160149476076,90.66227704962147,97.46859785193604,69.66680236444597,74.89692255990873,65.8494433307777,70.79298159772195,30.53887226934618,32.83152769749424,94.47963608328973,101.5725388141228,64.89510357236063,69.76699635717526,84.93623849911906,91.31268640865585,87.79925777437026,94.39064213029593,0,0,31,20,49,23,13,35,73,5,22,60,26,20,45,90,27,95,73,69,32,99,68,89,92,0,21,17,42,35,64,67,25,21,65,69,58,52,66,62,35,30,67,70,57,53,66,64,64,66,0,0,4,3,5,3,2,4,8,1,3,7,3,3,5,10,3,11,8,7,4,11,7,9,10,1,3,2,5,4,7,7,3,3,7,7,6,6,7,7,4,4,7,8,6,6,7,7,7,7,1,1,31 %ile,20 %ile,49 %ile,23 %ile,13 %ile,35 %ile,73 %ile,5 %ile,22 %ile,60 %ile,26 %ile,20 %ile,45 %ile,90 %ile,27 %ile,95 %ile,73 %ile,69 %ile,32 %ile,99 %ile,68 %ile,89 %ile,92 %ile,0 %ile,21 %ile,17 %ile,42 %ile,35 %ile,64 %ile,67 %ile,25 %ile,21 %ile,65 %ile,69 %ile,58 %ile,52 %ile,66 %ile,62 %ile,35 %ile,30 %ile,67 %ile,70 %ile,57 %ile,53 %ile,66 %ile,64 %ile,64 %ile,66 %ile,0 %ile,0 %ile,251302,0,0,1,0,0,0.021922855826742,2.6098648e-5
16018,11001005503,DISTRICT OF COLUMBIA,DC,District of Columbia,3,1726,1726,1255,1195,1496,1337,1726,1.508602377839754,1.21252698506031,418,0.242178447276941,704,0.407879490150637,59,0.044128646222887,170,0.098493626882966,23,0.019246861924686,8,0.006374501992032,0,0,213,0.123406720741599,0.17025641025641,7.09214229508197,59.39148,0.379754354263967,127.1693645011236,6670645.90051956,189,0.126336898395722,0.175231677941424,0,38.030974362270406,19.263412006916845,14526.017482077126,13.557089489497496,0,30.17204755679509,24.250539701206193,67.88710700278895,54.56371432771394,135.7742140055779,109.12742865542788,39.223661823833616,31.525701611568053,143.31722589477667,115.19006358072943,57.32689035791066,46.07602543229178,104.09356407094305,83.66436196916138,0,0,149.35163540613567,120.04017152097066,144.82582827261643,116.40259056578975,135.7742140055779,109.12742865542788,140.30002113909717,112.76500961060881,0,0,58,31,39,73,48,30,55,3,0,28,26,20,45,90,26,95,38,69,0,99,96,90,93,0,31,20,58,42,78,73,37,24,79,75,50,34,76,67,0,0,81,77,81,73,81,73,78,73,0,0,6,4,4,8,5,4,6,1,1,3,3,3,5,10,3,11,4,7,1,11,11,10,10,1,4,3,6,5,8,8,4,3,8,8,6,4,8,7,1,1,9,8,9,8,9,8,8,8,1,1,58 %ile,31 %ile,39 %ile,73 %ile,48 %ile,30 %ile,55 %ile,3 %ile,0 %ile,28 %ile,26 %ile,20 %ile,45 %ile,90 %ile,26 %ile,95 %ile,38 %ile,69 %ile,0 %ile,99 %ile,96 %ile,90 %ile,93 %ile,0 %ile,31 %ile,20 %ile,58 %ile,42 %ile,78 %ile,73 %ile,37 %ile,24 %ile,79 %ile,75 %ile,50 %ile,34 %ile,76 %ile,67 %ile,0 %ile,0 %ile,81 %ile,77 %ile,81 %ile,73 %ile,81 %ile,73 %ile,78 %ile,73 %ile,0 %ile,0 %ile,213338,4682,0,0,3,0,0.02398246494668,2.264105e-5
16019,11001005601,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2553,2542,1796,1969,2209,1609,2459,1.50521988596624,1.14032058685735,872,0.341558950254602,879,0.345790715971676,106,0.065879428216283,229,0.09312728751525,30,0.015236160487557,0,0,9,0.00352526439483,408,0.159811985898942,NA,7.09660893442623,59.31831,0.379609328175608,138.7287373503793,7515848.145284924,807,0.365323675871435,0.179969073688553,0,39.96348558112224,25.08432178035784,17291.2254340328,14.647062750520378,0,30.1043977193248,22.806411737146995,66.22967498251457,50.174105821723394,135.4697897369616,102.62885281716149,40.64093692108848,30.788655845148444,144.50110905275903,109.47077633830558,100.84973235973808,76.40147931944244,103.86017213167057,78.68212049315714,0,0,149.01676871065777,112.89173809887764,146.0063289387253,110.61109692516294,136.97500962292784,103.76917340401883,142.9958891667928,108.33045575144823,0,0,58,27,51,63,69,27,51,0,3,48,NA,20,44,90,27,96,67,69,0,99,97,91,95,0,31,18,58,38,78,71,39,24,80,73,72,52,76,65,0,0,81,75,81,71,81,70,79,72,0,0,6,3,6,7,7,3,6,1,1,5,NA,3,5,10,3,11,7,7,1,11,11,10,11,1,4,2,6,4,8,8,4,3,9,8,8,6,8,7,1,1,9,8,9,8,9,8,8,8,1,1,58 %ile,27 %ile,51 %ile,63 %ile,69 %ile,27 %ile,51 %ile,0 %ile,3 %ile,48 %ile,NA,20 %ile,44 %ile,90 %ile,27 %ile,96 %ile,67 %ile,69 %ile,0 %ile,99 %ile,97 %ile,91 %ile,95 %ile,0 %ile,31 %ile,18 %ile,58 %ile,38 %ile,78 %ile,71 %ile,39 %ile,24 %ile,80 %ile,73 %ile,72 %ile,52 %ile,76 %ile,65 %ile,0 %ile,0 %ile,81 %ile,75 %ile,81 %ile,71 %ile,81 %ile,70 %ile,79 %ile,72 %ile,0 %ile,0 %ile,185309,1275,0,0,4,0,0.022178968751083,1.93755125e-5
16020,11001005602,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3530,2576,2337,1850,2167,1669,3530,1.224787224827986,1.133556132149332,1294,0.36657223796034,585,0.227096273291925,82,0.049131216297184,372,0.105382436260623,108,0.058378378378378,0,0,107,0.030311614730878,816,0.231161473087819,NA,7.09905073770492,59.28301,0.37950794789097,145.73874872014636,7844238.288619545,488,0.225196123673281,0.188752983660873,0,39.26243294409446,22.403498091957346,19420.35712826833,15.318535045530735,0,24.495744496559713,22.671122642986635,53.89063789243137,49.8764698145706,110.23085023451873,102.02005189343986,34.2940422951836,31.739571700181287,118.80436080831461,109.95494481848517,63.68893569105525,58.944918871765246,84.51031851313101,78.21537311830389,0,0,121.25393525797058,112.22205708278383,118.80436080831461,109.95494481848517,111.45563745934669,103.15360802558918,117.57957358348662,108.82138868633584,0,0,46,27,53,39,53,35,77,0,18,81,NA,20,44,90,28,97,52,69,0,99,97,91,96,0,26,18,50,38,72,71,33,24,74,74,55,42,71,65,0,0,75,74,75,71,75,70,73,72,0,0,5,3,6,4,6,4,8,1,2,9,NA,3,5,10,3,11,6,7,1,11,11,10,11,1,3,2,6,4,8,8,4,3,8,8,6,5,8,7,1,1,8,8,8,8,8,8,8,8,1,1,46 %ile,27 %ile,53 %ile,39 %ile,53 %ile,35 %ile,77 %ile,0 %ile,18 %ile,81 %ile,NA,20 %ile,44 %ile,90 %ile,28 %ile,97 %ile,52 %ile,69 %ile,0 %ile,99 %ile,97 %ile,91 %ile,96 %ile,0 %ile,26 %ile,18 %ile,50 %ile,38 %ile,72 %ile,71 %ile,33 %ile,24 %ile,74 %ile,74 %ile,55 %ile,42 %ile,71 %ile,65 %ile,0 %ile,0 %ile,75 %ile,74 %ile,75 %ile,71 %ile,75 %ile,70 %ile,73 %ile,72 %ile,0 %ile,0 %ile,273491,6261,0,1,0,0,0.030254031346421,2.9049186e-5
16021,11001005801,DISTRICT OF COLUMBIA,DC,District of Columbia,3,1775,1767,1637,1173,1509,1248,1775,1.449364791463742,1.120026618482893,732,0.412394366197183,498,0.281833616298812,56,0.044871794871795,219,0.123380281690141,96,0.081841432225064,117,0.071472205253513,17,0.009577464788732,323,0.181971830985915,0.112820512820513,7.05821142076503,59.18639,0.38749209322301,181.89551517517947,7786344.351996662,159,0.105367793240557,0.327511055298243,0.123026043427133,35.33363332938954,5.589756704218807,7988.704164397932,15.346454093330788,0,28.98729582927484,22.400532369657853,62.322686032940915,48.16114459476439,131.8921960232005,101.92242228194323,44.930308535376,34.72082517296967,140.58838477198296,108.64258199284059,50.72776770123097,39.20093164690124,111.60108894270813,86.24204962318274,52.17713249269471,40.320958265384135,143.48711435491046,110.88263522980637,118.84791290002684,91.8421827155972,126.09473685734555,97.44231580801164,139.13901998051924,107.5225553743577,0,0,56,26,58,50,49,48,82,42,4,60,1,20,43,91,31,97,35,77,36,99,82,87,96,0,30,18,55,37,77,71,42,27,79,73,46,29,77,68,49,34,80,74,75,64,79,67,78,71,0,0,6,3,6,6,5,5,9,5,1,7,1,3,5,10,4,11,4,8,4,11,9,9,11,1,4,2,6,4,8,8,5,3,8,8,5,3,8,7,5,4,9,8,8,7,8,7,8,8,1,1,56 %ile,26 %ile,58 %ile,50 %ile,49 %ile,48 %ile,82 %ile,42 %ile,4 %ile,60 %ile,1 %ile,20 %ile,43 %ile,91 %ile,31 %ile,97 %ile,35 %ile,77 %ile,36 %ile,99 %ile,82 %ile,87 %ile,96 %ile,0 %ile,30 %ile,18 %ile,55 %ile,37 %ile,77 %ile,71 %ile,42 %ile,27 %ile,79 %ile,73 %ile,46 %ile,29 %ile,77 %ile,68 %ile,49 %ile,34 %ile,80 %ile,74 %ile,75 %ile,64 %ile,79 %ile,67 %ile,78 %ile,71 %ile,0 %ile,0 %ile,232951,0,0,0,1,0,0.023097731800656,2.41887255e-5
16022,11001005802,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2027,2027,1857,1474,1704,1689,1953,1.128751919157391,0.662004991460941,873,0.430685742476566,309,0.152442032560434,59,0.034931912374186,214,0.109575012800819,22,0.014925373134328,0,0,13,0.006413418845585,177,0.08732116428219,0.112820512820513,7.05829765027322,59.24332,0.387438505133757,177.97178778228437,7791254.533661347,371,0.217723004694836,0.303464779735219,0.118801833838018,39.065118484881296,6.993649744021003,8753.783939893281,15.017292936809692,0,22.575038383147813,13.240099829218812,49.66508444292519,29.128219624281392,102.71642464332255,60.2424542229456,34.991309493879115,20.522154735289163,109.4889361582669,64.21448417171125,57.56634787702693,33.76225456450798,85.78514585596167,50.312379351031495,39.50631717050867,23.170174701132925,111.74643999658169,65.53849415463313,95.94391312837821,56.27042427417996,99.33016888585038,58.256439248562785,108.36018423910951,63.55247918025031,0,0,41,4,60,22,37,38,51,0,3,13,1,20,44,91,31,97,51,76,35,99,85,88,96,0,24,10,47,22,70,48,34,16,71,51,51,26,72,56,41,26,72,51,69,45,71,44,70,49,0,0,5,1,7,3,4,4,6,1,1,2,1,3,5,10,4,11,6,8,4,11,9,9,11,1,3,2,5,3,8,5,4,2,8,6,6,3,8,6,5,3,8,6,7,5,8,5,8,5,1,1,41 %ile,4 %ile,60 %ile,22 %ile,37 %ile,38 %ile,51 %ile,0 %ile,3 %ile,13 %ile,1 %ile,20 %ile,44 %ile,91 %ile,31 %ile,97 %ile,51 %ile,76 %ile,35 %ile,99 %ile,85 %ile,88 %ile,96 %ile,0 %ile,24 %ile,10 %ile,47 %ile,22 %ile,70 %ile,48 %ile,34 %ile,16 %ile,71 %ile,51 %ile,51 %ile,26 %ile,72 %ile,56 %ile,41 %ile,26 %ile,72 %ile,51 %ile,69 %ile,45 %ile,71 %ile,44 %ile,70 %ile,49 %ile,0 %ile,0 %ile,682488,0,0,3,0,0,0.03777157727012,7.08669585e-5
16023,11001005900,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2296,2163,1897,1407,1592,1756,2296,1.215707785073731,1.126220332949082,852,0.371080139372822,478,0.220989366620435,84,0.047835990888383,223,0.09712543554007,11,0.007818052594172,121,0.063784923563521,19,0.008275261324042,120,0.052264808362369,NA,7.05267393442623,59.15683,0.388032294320978,188.5075850381353,8090061.449627002,211,0.132537688442211,0.341056100639499,0.178023082411983,36.35300821866792,10.871952441430707,7162.342105358801,15.4155451687502,0,23.098447916400897,21.39818632603256,52.275434758170455,48.427474316810525,110.62940844170956,102.48605029836646,37.686941337285674,34.912830321421545,117.92365515215195,109.24337229606098,47.412603617875526,43.9225929850142,94.82520723575105,87.8451859700284,51.05972697309672,47.30125398386145,120.35507072229943,111.49581296195913,110.62940844170956,102.48605029836646,105.76657730141464,97.98116896657014,117.92365515215195,109.24337229606098,0,0,45,26,54,38,52,29,42,38,4,5,NA,19,43,91,31,97,39,78,42,99,91,87,97,0,25,17,49,37,72,71,36,27,73,73,43,32,74,69,48,38,74,74,73,68,73,68,73,72,0,0,5,3,6,4,6,3,5,4,1,1,NA,2,5,10,4,11,4,8,5,11,10,9,11,1,3,2,5,4,8,8,4,3,8,8,5,4,8,7,5,4,8,8,8,7,8,7,8,8,1,1,45 %ile,26 %ile,54 %ile,38 %ile,52 %ile,29 %ile,42 %ile,38 %ile,4 %ile,5 %ile,NA,19 %ile,43 %ile,91 %ile,31 %ile,97 %ile,39 %ile,78 %ile,42 %ile,99 %ile,91 %ile,87 %ile,97 %ile,0 %ile,25 %ile,17 %ile,49 %ile,37 %ile,72 %ile,71 %ile,36 %ile,27 %ile,73 %ile,73 %ile,43 %ile,32 %ile,74 %ile,69 %ile,48 %ile,38 %ile,74 %ile,74 %ile,73 %ile,68 %ile,73 %ile,68 %ile,73 %ile,72 %ile,0 %ile,0 %ile,641993,0,0,1,0,0,0.034858933276942,6.66610635e-5
16024,11001006400,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2662,2588,1950,1467,1673,1253,2638,2.725866118834031,2.622139023841386,2029,0.762208865514651,1393,0.538253477588872,116,0.092577813248204,567,0.214935557240334,13,0.008861622358555,349,0.178974358974359,238,0.089406461307288,334,0.125469571750563,0.289230769230769,7.07504838797814,58.69615,0.335759702562204,147.23491384748087,6681518.787353943,661,0.395098625224148,0.939464295251567,0.111497682393374,20.266143867543946,32.85770958212217,8395.0723159621175,10.466075327549188,0,54.51732237668062,52.44278047682771,111.76051087219527,107.50769997749681,237.15035233856068,228.12609507420055,76.32425132735287,73.4198926675588,258.9572812892329,249.10320726493163,188.08476219954812,180.9275926450556,248.05381681389684,238.6146511695661,92.67944804035706,89.1527268106071,261.683147408067,251.725346288773,267.13487964573505,256.9696243364558,237.15035233856068,228.12609507420055,212.6175572690544,204.52684385962806,0,0,88,91,81,88,83,89,43,80,88,29,98,20,41,87,28,95,69,91,34,96,98,87,78,0,49,39,75,74,94,96,62,54,96,97,89,90,96,97,67,63,96,97,96,97,95,96,90,93,0,0,9,10,9,9,9,9,5,9,9,3,11,3,5,9,3,11,7,10,4,11,11,9,8,1,5,4,8,8,10,11,7,6,11,11,9,10,11,11,7,7,11,11,11,11,11,11,10,10,1,1,88 %ile,91 %ile,81 %ile,88 %ile,83 %ile,89 %ile,43 %ile,80 %ile,88 %ile,29 %ile,98 %ile,20 %ile,41 %ile,87 %ile,28 %ile,95 %ile,69 %ile,91 %ile,34 %ile,96 %ile,98 %ile,87 %ile,78 %ile,0 %ile,49 %ile,39 %ile,75 %ile,74 %ile,94 %ile,96 %ile,62 %ile,54 %ile,96 %ile,97 %ile,89 %ile,90 %ile,96 %ile,97 %ile,67 %ile,63 %ile,96 %ile,97 %ile,96 %ile,97 %ile,95 %ile,96 %ile,90 %ile,93 %ile,0 %ile,0 %ile,691410,243648,0,0,8,8,0.046467515367826,9.7054378e-5
