OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
16025,11001006500,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2732,2707,2153,1380,1585,1617,2732,1.154892658596393,0.711786036873976,863,0.31588579795022,629,0.232360546730698,104,0.064316635745207,108,0.039531478770132,14,0.010144927536232,13,0.006038086391082,166,0.060761346998536,416,0.152269399707174,0.147692307692308,7.0670529508196704,58.8437,0.387287089113753,169.51901232729014,7543920.809365037,1235,0.779179810725552,1.040834956634515,0.239405924387293,23.070095248669308,11.990028467017098,6166.7550552498815,12.24832231032524,0,23.097853171927863,14.235720737479516,48.50549166104852,29.895013548706984,105.09523193227179,64.7725293555318,34.6467797578918,21.353581106219274,110.86969522525375,68.33145953990167,108.55990990806096,66.90788746615372,105.09523193227179,64.7725293555318,54.27995495403048,33.45394373307686,112.02458788385015,69.04324557677565,106.25012459086818,65.48431539240578,99.32076863928982,61.21359917116192,102.785446615079,63.348957281783846,0,0,42,5,48,40,67,3,45,3,62,44,10,20,42,91,30,96,94,91,47,97,92,86,89,0,25,11,46,23,70,51,34,16,71,53,74,47,76,60,50,30,72,53,72,50,71,46,69,49,0,0,5,1,5,5,7,1,5,1,7,5,2,3,5,10,4,11,10,10,5,11,10,9,9,1,3,2,5,3,8,6,4,2,8,6,8,5,8,7,6,4,8,6,8,6,8,5,7,5,1,1,42 %ile,5 %ile,48 %ile,40 %ile,67 %ile,3 %ile,45 %ile,3 %ile,62 %ile,44 %ile,10 %ile,20 %ile,42 %ile,91 %ile,30 %ile,96 %ile,94 %ile,91 %ile,47 %ile,97 %ile,92 %ile,86 %ile,89 %ile,0 %ile,25 %ile,11 %ile,46 %ile,23 %ile,70 %ile,51 %ile,34 %ile,16 %ile,71 %ile,53 %ile,74 %ile,47 %ile,76 %ile,60 %ile,50 %ile,30 %ile,72 %ile,53 %ile,72 %ile,50 %ile,71 %ile,46 %ile,69 %ile,49 %ile,0 %ile,0 %ile,509297,0,0,0,0,0,0.036385083819272,5.28735335e-5
16026,11001006600,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2174,2165,1809,1120,1251,1428,2154,0.859652760037116,0.954531745651942,466,0.214351425942962,402,0.18568129330254,107,0.074929971988796,150,0.069637883008357,38,0.033928571428571,40,0.022111663902709,165,0.075896964121435,415,0.190892364305428,0.172307692307692,7.06503989071038,58.84329,0.388336706741167,204.85574089487065,6173212.331624553,989,0.790567545963229,0.803030913652196,0.256347643342969,22.931176542072997,5.611370234906556,5442.706753014228,11.248332977294922,0,17.19305520074231,19.09063491303884,36.10541592155885,40.09033331738157,78.2284011633775,86.86238885432672,27.508888321187698,30.545015860862144,80.80735944348886,89.72598409128254,80.80735944348886,89.72598409128254,76.50909564330328,84.95332536302284,41.263332481781546,45.81752379129322,83.38631772360021,92.58957932823837,70.49152632304347,78.27160314345925,73.07048460315481,81.13519838041506,71.3511790830806,79.22613488911118,0,0,26,16,35,30,75,13,66,11,79,64,28,20,42,91,32,94,94,89,48,97,82,85,83,0,19,15,37,30,61,64,27,23,61,65,64,60,69,68,42,37,63,66,59,57,60,59,57,58,0,0,3,2,4,4,8,2,7,2,8,7,3,3,5,10,4,10,10,9,5,11,9,9,9,1,2,2,4,4,7,7,3,3,7,7,7,7,7,7,5,4,7,7,6,6,7,6,6,6,1,1,26 %ile,16 %ile,35 %ile,30 %ile,75 %ile,13 %ile,66 %ile,11 %ile,79 %ile,64 %ile,28 %ile,20 %ile,42 %ile,91 %ile,32 %ile,94 %ile,94 %ile,89 %ile,48 %ile,97 %ile,82 %ile,85 %ile,83 %ile,0 %ile,19 %ile,15 %ile,37 %ile,30 %ile,61 %ile,64 %ile,27 %ile,23 %ile,61 %ile,65 %ile,64 %ile,60 %ile,69 %ile,68 %ile,42 %ile,37 %ile,63 %ile,66 %ile,59 %ile,57 %ile,60 %ile,59 %ile,57 %ile,58 %ile,0 %ile,0 %ile,285156,0,0,1,0,0,0.025510904555103,2.9605619e-5
16027,11001006700,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4058,4050,3329,2067,2093,2551,3997,0.375694054816466,0.692021403356014,738,0.181862986692952,110,0.02716049382716,94,0.036848294786358,281,0.070302727045284,0,0,15,0.004505857614899,269,0.06628881222277,915,0.225480532281912,0.174358974358974,7.07121,58.79735,0.347424454244937,231.50269611578807,5552802.644939347,1864,0.890587673196369,0.801731740659859,0.276215857587543,19.613236552253667,19.73547922477328,4549.867764029355,10.895256277559852,0,7.513881096329316,13.84042806712028,15.403456247475097,28.372877537596576,33.06107682384899,60.89788349532923,12.773597863759836,23.528727714104477,34.93954709793132,64.35799051210931,36.81801737201365,67.81809752888938,33.436770878665456,61.58990489868525,18.78470274082329,34.6010701678007,36.066629262380715,66.43405472217735,36.066629262380715,66.43405472217735,31.558300604583124,58.129797881905176,30.431218440133726,56.053733671837136,0,0,3,5,30,1,39,13,0,3,69,79,30,20,41,88,34,93,98,89,50,96,96,84,81,0,9,11,16,21,35,48,13,18,36,51,35,47,56,59,28,31,37,51,40,51,31,44,33,44,0,0,1,1,4,1,4,2,1,1,7,8,4,3,5,9,4,10,11,9,6,11,11,9,9,1,1,2,2,3,4,5,2,2,4,6,4,5,6,6,3,4,4,6,5,6,4,5,4,5,1,1,3 %ile,5 %ile,30 %ile,1 %ile,39 %ile,13 %ile,0 %ile,3 %ile,69 %ile,79 %ile,30 %ile,20 %ile,41 %ile,88 %ile,34 %ile,93 %ile,98 %ile,89 %ile,50 %ile,96 %ile,96 %ile,84 %ile,81 %ile,0 %ile,9 %ile,11 %ile,16 %ile,21 %ile,35 %ile,48 %ile,13 %ile,18 %ile,36 %ile,51 %ile,35 %ile,47 %ile,56 %ile,59 %ile,28 %ile,31 %ile,37 %ile,51 %ile,40 %ile,51 %ile,31 %ile,44 %ile,33 %ile,44 %ile,0 %ile,0 %ile,428358,0,0,0,0,0,0.032064814558329,4.44732635e-5
16028,11001006801,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2315,2315,1659,1014,1114,1495,2289,1.431622774947142,1.144876195383718,1161,0.501511879049676,511,0.2207343412527,117,0.078260869565217,215,0.09392747924858,0,0,48,0.028933092224231,231,0.099784017278618,113,0.048812095032397,0.198974358974359,7.0754143715847,58.71161,0.339144473731102,237.41036883941013,5116168.651446685,960,0.861759425493716,0.617016380058504,0.306203602741777,16.30189637358894,12.061383555653336,3776.605369042677,10.354403004889194,0,28.632455498942832,22.89752390767436,58.6965337728328,46.93992401073244,124.5511814204013,99.60422899838348,48.67517434820281,38.92579064304642,131.70929529513703,105.32860997530209,138.86740916987273,111.05299095222065,123.11955864545418,98.45935280299976,74.44438429725136,59.53356215995334,136.00416361997844,108.76323856145322,131.70929529513703,105.32860997530209,118.82469032061275,95.0247242168486,110.2349536709299,88.1554670445463,0,0,55,27,65,37,77,27,0,16,92,4,55,20,41,87,34,92,97,86,52,95,92,83,77,0,30,19,53,36,75,70,45,30,77,72,81,70,80,73,60,46,78,73,78,69,77,66,71,63,0,0,6,3,7,4,8,3,1,2,10,1,6,3,5,9,4,10,11,9,6,11,10,9,8,1,4,2,6,4,8,8,5,4,8,8,9,8,9,8,7,5,8,8,8,7,8,7,8,7,1,1,55 %ile,27 %ile,65 %ile,37 %ile,77 %ile,27 %ile,0 %ile,16 %ile,92 %ile,4 %ile,55 %ile,20 %ile,41 %ile,87 %ile,34 %ile,92 %ile,97 %ile,86 %ile,52 %ile,95 %ile,92 %ile,83 %ile,77 %ile,0 %ile,30 %ile,19 %ile,53 %ile,36 %ile,75 %ile,70 %ile,45 %ile,30 %ile,77 %ile,72 %ile,81 %ile,70 %ile,80 %ile,73 %ile,60 %ile,46 %ile,78 %ile,73 %ile,78 %ile,69 %ile,77 %ile,66 %ile,71 %ile,63 %ile,0 %ile,0 %ile,244750,0,0,0,2,0,0.021225212238984,2.54104375e-5
16029,11001006802,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2158,2150,1685,1018,1119,1402,2128,1.038252539675929,0.729193220177013,977,0.452734012974977,227,0.105581395348837,202,0.144079885877318,119,0.055921052631579,0,0,17,0.010089020771513,210,0.097312326227989,281,0.130213160333642,0.171282051282051,7.07393931693989,58.64269,0.337481225085945,227.43745827550387,5448114.7991078505,885,0.790884718498659,0.894291382259347,0.287338192413034,16.395304743602978,28.388484299517792,4142.883918454392,10.769310170550678,0,20.765050793518576,14.583864403540252,42.56835412671308,29.896922027257517,90.32797095180581,63.439810155400096,35.30058634898158,24.79256948601843,95.51923365018544,67.08577625628516,97.5957387295373,68.54416269663919,93.4427285708336,65.62738981593114,51.91262698379644,36.45966100885063,98.63399126921325,69.2733559168162,101.74874888824102,71.46093557734723,86.17496079310207,60.52303727469205,83.0602031740743,58.33545761416101,0,0,36,6,61,12,94,7,0,5,92,32,27,20,41,87,34,92,94,90,50,95,98,83,80,0,23,12,42,23,66,50,34,19,66,52,71,48,74,61,49,32,68,53,71,54,66,45,62,46,0,0,4,1,7,2,10,1,1,1,10,4,3,3,5,9,4,10,10,10,6,11,11,9,9,1,3,2,5,3,7,6,4,2,7,6,8,5,8,7,5,4,7,6,8,6,7,5,7,5,1,1,36 %ile,6 %ile,61 %ile,12 %ile,94 %ile,7 %ile,0 %ile,5 %ile,92 %ile,32 %ile,27 %ile,20 %ile,41 %ile,87 %ile,34 %ile,92 %ile,94 %ile,90 %ile,50 %ile,95 %ile,98 %ile,83 %ile,80 %ile,0 %ile,23 %ile,12 %ile,42 %ile,23 %ile,66 %ile,50 %ile,34 %ile,19 %ile,66 %ile,52 %ile,71 %ile,48 %ile,74 %ile,61 %ile,49 %ile,32 %ile,68 %ile,53 %ile,71 %ile,54 %ile,66 %ile,45 %ile,62 %ile,46 %ile,0 %ile,0 %ile,280108,0,0,0,0,0,0.025197791076348,2.9079472e-5
16030,11001006804,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2102,261,1763,18,18,54,261,3.870370905088317,3.438494536948215,1939,0.922454804947669,225,0.862068965517241,18,0.333333333333333,97,0.371647509578544,0,0,410,0.232558139534884,0,0,173,0.082302568981922,NA,7.07750005464481,58.62685,0.339650581965448,213.5903716,5222659.319061704,9,0.5,0.678035236360283,0.311710749937099,15.38242296200698,8.671158011508451,3819.538545219156,10.330100059509276,0,77.40741810176635,68.7698907389643,158.68520710862103,140.97827601487683,336.72226874268364,299.1490247144947,127.72223986791448,113.4703197192911,356.0741232681252,316.3414973992358,298.0185596918005,264.7640793450126,336.72226874268364,299.1490247144947,201.2592870645925,178.8017159213072,363.81486507830186,323.2184864731322,340.59263964777193,302.5875192514429,321.24078512233035,285.39504656670186,298.0185596918005,264.7640793450126,0,0,99,98,91,99,99,99,0,88,0,12,NA,20,41,87,33,92,77,87,52,94,88,83,77,0,60,50,86,85,99,99,80,75,99,99,98,98,99,99,89,89,99,99,99,99,99,99,98,97,0,0,11,11,10,11,11,11,1,9,1,2,NA,3,5,9,4,10,8,9,6,10,9,9,8,1,7,6,9,9,11,11,9,8,11,11,11,11,11,11,9,9,11,11,11,11,11,11,11,11,1,1,99 %ile,98 %ile,91 %ile,99 %ile,99 %ile,99 %ile,0 %ile,88 %ile,0 %ile,12 %ile,NA,20 %ile,41 %ile,87 %ile,33 %ile,92 %ile,77 %ile,87 %ile,52 %ile,94 %ile,88 %ile,83 %ile,77 %ile,0 %ile,60 %ile,50 %ile,86 %ile,85 %ile,99 %ile,99 %ile,80 %ile,75 %ile,99 %ile,99 %ile,98 %ile,98 %ile,99 %ile,99 %ile,89 %ile,89 %ile,99 %ile,99 %ile,99 %ile,99 %ile,99 %ile,99 %ile,98 %ile,97 %ile,0 %ile,0 %ile,1542277,477741,0,0,11,10,0.067894740659092,2.09723256e-4
16031,11001006900,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2684,2684,2020,1259,1378,1969,2667,0.556708494729605,0.936417500247931,609,0.226900149031297,178,0.066318926974665,13,0.006602336211275,165,0.061867266591676,0,0,7,0.003465346534653,232,0.086438152011923,163,0.060730253353204,0.220512820512821,7.07264743169399,58.70876,0.336542292766062,222.21894720114324,5710776.348060753,702,0.509433962264151,1.100632247323007,0.274579357309104,19.74870296248377,25.95732434267574,4560.927916430003,10.90061952148688,0,11.134169894592096,18.728350004958624,22.8250482839138,38.39311751016518,48.43363904147562,81.46832252157002,18.37138032607696,30.90177750818173,51.77389000985325,87.0868275230576,43.423262588909175,73.04056501933864,51.21718151512364,86.15041002280968,27.83542473648024,46.82087501239656,53.44401549404206,89.8960800238014,54.55743248350127,91.76891502429726,46.76351355728681,78.65907002082622,45.09338807309799,75.84981752008242,0,0,10,15,37,5,6,9,0,2,87,6,74,20,41,87,33,93,78,92,50,96,98,84,81,0,13,15,24,29,46,61,18,24,47,64,40,50,62,68,33,38,49,65,52,64,44,57,43,57,0,0,2,2,4,1,1,1,1,1,9,1,8,3,5,9,4,10,8,10,6,11,11,9,9,1,2,2,3,3,5,7,2,3,5,7,5,6,7,7,4,4,5,7,6,7,5,6,5,6,1,1,10 %ile,15 %ile,37 %ile,5 %ile,6 %ile,9 %ile,0 %ile,2 %ile,87 %ile,6 %ile,74 %ile,20 %ile,41 %ile,87 %ile,33 %ile,93 %ile,78 %ile,92 %ile,50 %ile,96 %ile,98 %ile,84 %ile,81 %ile,0 %ile,13 %ile,15 %ile,24 %ile,29 %ile,46 %ile,61 %ile,18 %ile,24 %ile,47 %ile,64 %ile,40 %ile,50 %ile,62 %ile,68 %ile,33 %ile,38 %ile,49 %ile,65 %ile,52 %ile,64 %ile,44 %ile,57 %ile,43 %ile,57 %ile,0 %ile,0 %ile,398513,0,0,1,0,0,0.029585289152677,4.1372238e-5
16032,11001007000,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2474,2133,1734,1030,1249,1544,2106,0.601257061395342,0.782771820146704,693,0.280113177041229,107,0.050164088138772,50,0.032383419689119,173,0.082146248812915,0,0,16,0.009227220299885,207,0.083670169765562,305,0.123282134195635,0.178461538461539,7.06757846994535,58.75797,0.370318078674054,191.08423122525028,7688252.954333978,781,0.625300240192154,2.027870468375299,0.247274148027475,21.036640326884022,12.568761941658243,5425.456404919473,11.921847580006975,0,12.025141227906833,15.655436402934074,24.65153951720901,32.09364462601485,54.113135525580745,70.44946381320332,19.240225964650932,25.048698244694517,57.7206778939528,75.14609473408355,51.70810727999938,67.31837653261651,57.7206778939528,75.14609473408355,28.259081885581057,36.790275546895074,58.32193495534814,75.92886655423025,55.91690670976677,72.79777927364344,51.10685021860404,66.5356047124698,52.30936434139472,68.10114835276322,0,0,12,8,44,3,34,20,0,4,85,28,34,20,41,90,32,96,86,96,47,97,93,85,87,0,14,13,26,24,49,55,19,19,50,57,47,47,64,64,33,32,51,57,52,54,47,49,47,52,0,0,2,1,5,1,4,3,1,1,9,3,4,3,5,10,4,11,9,11,5,11,10,9,9,1,2,2,3,3,5,6,2,2,6,6,5,5,7,7,4,4,6,6,6,6,5,5,5,6,1,1,12 %ile,8 %ile,44 %ile,3 %ile,34 %ile,20 %ile,0 %ile,4 %ile,85 %ile,28 %ile,34 %ile,20 %ile,41 %ile,90 %ile,32 %ile,96 %ile,86 %ile,96 %ile,47 %ile,97 %ile,93 %ile,85 %ile,87 %ile,0 %ile,14 %ile,13 %ile,26 %ile,24 %ile,49 %ile,55 %ile,19 %ile,19 %ile,50 %ile,57 %ile,47 %ile,47 %ile,64 %ile,64 %ile,33 %ile,32 %ile,51 %ile,57 %ile,52 %ile,54 %ile,47 %ile,49 %ile,47 %ile,52 %ile,0 %ile,0 %ile,439473,0,0,0,0,0,0.031051844693034,4.5623012e-5
16033,11001007100,DISTRICT OF COLUMBIA,DC,District of Columbia,3,3438,3438,2373,1486,1623,1860,3391,2.190869739863917,1.786787472800387,2337,0.679755671902269,1346,0.391506689936009,85,0.045698924731183,424,0.125036862282513,71,0.047779273216689,186,0.078381795195954,112,0.032577079697499,307,0.089296102385108,0.232820512820513,7.06915486338798,58.62753,0.335199159407064,215.34341537625852,6599536.327702127,707,0.435613062230437,2.200753222865222,0.262387557720657,19.15005626111341,23.33851633520948,4744.440324279172,11.93877474071818,0,43.81739479727834,35.735749456007746,89.82565933442059,73.25828638481588,190.60566736816077,155.45051013363368,72.29870141550927,58.963986602412774,208.1326252870721,169.7448099160368,159.93349101006595,130.43548551442825,210.32349502693603,171.53159738883716,107.35261725333194,87.55258616721898,210.32349502693603,171.53159738883716,212.51436476679996,173.31838486163755,184.033058148569,150.09014771523252,190.60566736816077,155.45051013363368,0,0,78,64,77,70,50,49,73,46,21,14,83,20,41,87,33,95,73,96,49,96,97,84,87,0,42,28,68,55,88,86,60,44,91,89,85,78,92,90,72,62,91,89,91,88,89,86,87,85,0,0,8,7,8,8,6,5,8,5,3,2,9,3,5,9,4,11,8,11,5,11,11,9,9,1,5,3,7,6,9,9,7,5,10,9,9,8,10,10,8,7,10,9,10,9,9,9,9,9,1,1,78 %ile,64 %ile,77 %ile,70 %ile,50 %ile,49 %ile,73 %ile,46 %ile,21 %ile,14 %ile,83 %ile,20 %ile,41 %ile,87 %ile,33 %ile,95 %ile,73 %ile,96 %ile,49 %ile,96 %ile,97 %ile,84 %ile,87 %ile,0 %ile,42 %ile,28 %ile,68 %ile,55 %ile,88 %ile,86 %ile,60 %ile,44 %ile,91 %ile,89 %ile,85 %ile,78 %ile,92 %ile,90 %ile,72 %ile,62 %ile,91 %ile,89 %ile,91 %ile,88 %ile,89 %ile,86 %ile,87 %ile,85 %ile,0 %ile,0 %ile,602223,149901,0,0,8,7,0.040121944459821,7.80758795e-5
16034,11001007201,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2417,2417,2155,1776,2024,2218,2276,0.636272801803446,0.748029674775305,748,0.309474555233761,109,0.045097227968556,104,0.046889089269612,29,0.01274165202109,10,0.005630630630631,0,0,0,0,10,0.004137360364088,0.216410256410256,7.07004912568306,58.66976,0.379365964059758,164.16953103085427,6655958.286141136,129,0.063735177865613,4.942356874880942,0.223309899128792,20.516025578120924,24.638393150724035,6649.763890095375,11.955083462381282,0,12.725456036068918,14.960593495506092,26.087184873941283,30.669216665787488,57.264552162310125,67.32267072977741,19.088184054103376,22.440890243259137,60.44591617132736,71.06281910365394,17.17936564869304,20.196801218933224,62.3547345767377,73.30690812797985,28.632276081155062,33.66133536488871,61.08218897313082,71.81084877842923,61.718461774934255,72.55887845320454,54.71946095509635,64.33055203067619,55.355733756899795,65.0785817054515,0,0,13,7,47,3,51,1,38,0,0,1,71,20,41,90,30,95,27,98,45,96,97,86,87,0,14,12,27,23,51,53,19,17,52,55,17,17,65,63,34,30,53,55,55,54,49,48,49,50,0,0,2,1,5,1,6,1,4,1,1,1,8,3,5,10,4,11,3,11,5,11,11,9,9,1,2,2,3,3,6,6,2,2,6,6,2,2,7,7,4,4,6,6,6,6,5,5,5,6,1,1,13 %ile,7 %ile,47 %ile,3 %ile,51 %ile,1 %ile,38 %ile,0 %ile,0 %ile,1 %ile,71 %ile,20 %ile,41 %ile,90 %ile,30 %ile,95 %ile,27 %ile,98 %ile,45 %ile,96 %ile,97 %ile,86 %ile,87 %ile,0 %ile,14 %ile,12 %ile,27 %ile,23 %ile,51 %ile,53 %ile,19 %ile,17 %ile,52 %ile,55 %ile,17 %ile,17 %ile,65 %ile,63 %ile,34 %ile,30 %ile,53 %ile,55 %ile,55 %ile,54 %ile,49 %ile,48 %ile,49 %ile,50 %ile,0 %ile,0 %ile,781457,312419,1,1,0,0,0.049530098453722,1.135458865e-4
16035,11001007202,DISTRICT OF COLUMBIA,DC,District of Columbia,3,4446,4446,4051,2842,3311,4065,4284,0.488301504603919,0.811406988223515,1059,0.238191632928475,152,0.034188034188034,63,0.01549815498155,164,0.03828197945845,0,0,18,0.004443347321649,87,0.019568151147099,109,0.024516419253261,0.216410256410256,7.06741614754098,58.80606,0.386424329317531,157.19917996460606,8627834.5606981,85,0.025672002416188,1.29343147248773,0.223265833734813,24.405494069859408,30.1470176187854,7058.285810048209,11.248299598693848,0,9.766030092078388,16.228139764470292,20.020361688760698,33.267686517164094,44.435436918956675,73.83803592833982,14.160743633513665,23.53080265848192,47.36524594658018,78.70647785768091,8.30112557826663,13.793918799799748,45.4120399281645,75.46084990478685,21.97356770717637,36.513314470058155,47.8535474511841,79.51788484590442,47.8535474511841,79.51788484590442,42.48223090054099,70.59240797544577,40.52902488212531,67.34678002255171,0,0,7,9,38,2,13,3,0,3,9,2,71,20,41,91,29,97,17,93,45,98,98,87,83,0,11,13,21,25,44,57,14,18,44,59,9,12,60,64,30,32,45,59,48,58,40,52,40,52,0,0,1,1,4,1,2,1,1,1,1,1,8,3,5,10,3,11,2,10,5,11,11,9,9,1,2,2,3,3,5,6,2,2,5,6,1,2,7,7,4,4,5,6,5,6,5,6,5,6,1,1,7 %ile,9 %ile,38 %ile,2 %ile,13 %ile,3 %ile,0 %ile,3 %ile,9 %ile,2 %ile,71 %ile,20 %ile,41 %ile,91 %ile,29 %ile,97 %ile,17 %ile,93 %ile,45 %ile,98 %ile,98 %ile,87 %ile,83 %ile,0 %ile,11 %ile,13 %ile,21 %ile,25 %ile,44 %ile,57 %ile,14 %ile,18 %ile,44 %ile,59 %ile,9 %ile,12 %ile,60 %ile,64 %ile,30 %ile,32 %ile,45 %ile,59 %ile,48 %ile,58 %ile,40 %ile,52 %ile,40 %ile,52 %ile,0 %ile,0 %ile,183977,0,0,0,0,0,0.0180707891642,1.9098398e-5
16036,11001007203,DISTRICT OF COLUMBIA,DC,District of Columbia,3,2951,2929,2551,1716,2044,2180,2906,0.713168958285836,1.096529495314889,897,0.303964757709251,225,0.076818026630249,57,0.026146788990826,267,0.091878871300757,24,0.013986013986014,73,0.028616228929831,202,0.06845137241613,232,0.078617417824466,0.216410256410256,7.06857775956284,58.72701,0.382792044785503,164.28710807398613,8435048.55911428,126,0.061643835616438,3.60785203476322,0.231509481389099,22.7400083180976,14.234463018977044,6320.656980027124,12.080845217821818,0,14.26337916571672,21.93058990629777,29.239927289719276,44.95770930791043,64.18520624572524,98.68765457833997,21.39506874857508,32.89588485944665,69.1773889537261,106.36336104554418,18.542392915431737,28.5097668781871,69.89055791201193,107.45989054085908,32.80577208114846,50.44035678448487,69.1773889537261,106.36336104554418,67.03788207886859,103.07377255959952,61.3325304125819,94.30153659708041,62.758868329153565,96.4945955877102,0,0,17,24,47,7,25,26,50,15,71,10,71,20,41,90,30,97,26,98,46,97,94,86,88,0,16,18,30,34,55,69,21,25,56,72,19,22,68,76,37,40,57,72,58,68,53,66,53,67,0,0,2,3,5,1,3,3,6,2,8,2,8,3,5,10,4,11,3,11,5,11,10,9,9,1,2,2,4,4,6,7,3,3,6,8,2,3,7,8,4,5,6,8,6,7,6,7,6,7,1,1,17 %ile,24 %ile,47 %ile,7 %ile,25 %ile,26 %ile,50 %ile,15 %ile,71 %ile,10 %ile,71 %ile,20 %ile,41 %ile,90 %ile,30 %ile,97 %ile,26 %ile,98 %ile,46 %ile,97 %ile,94 %ile,86 %ile,88 %ile,0 %ile,16 %ile,18 %ile,30 %ile,34 %ile,55 %ile,69 %ile,21 %ile,25 %ile,56 %ile,72 %ile,19 %ile,22 %ile,68 %ile,76 %ile,37 %ile,40 %ile,57 %ile,72 %ile,58 %ile,68 %ile,53 %ile,66 %ile,53 %ile,67 %ile,0 %ile,0 %ile,384178,0,0,1,0,0,0.033135168442599,3.9880874e-5
